RAJ2000, deg	DEJ2000, deg	Name	r, arcsec	Ksmag, mag	2s, Dimensionless "separation" between isolated galaxy and its nearest significant neighbour	HRV, km/s	T, Morphological type in de Vaucouleurs' scale	N, Number of significant neighbours of the isolated galaxy detected during our additional inspection on DSS	Comm	Redshift	MorphologicalType
231.4690417	7.8196944	UGC09844	27.3	11.1	60	11112	3	3	Bar,IRAS	0.03706564226	SB
231.896	-64.1709444	ESO099-005	68	8.68	73	3263	2		Bar,ring,IRAS	0.01088419643	SAB
232.130375	-25.1680278	PGC781942	17.3	11.6	94	9077	3	1		0.03027761292	SB
232.4815833	-70.5849722	IC4541	59.6	9.24	85	4553	3		IRAS	0.01518717325	SB
232.5035	12.9893056	NGC5936	34.6	9.57	120	4012	3		Bar,ring,IRAS	0.0133825915	SB
232.6922083	-2.8295278	NGC5937	40.6	9.14	61	2808	3	1	Bar,IRAS	0.009366479793	SB
233.3295	-30.0733889	ESO449-013	23.7	11.02	95	5460	3			0.0182125996	SB
233.4655	11.0106944	UGC09897	18	11.5	82	10477	2		Bar,ring	0.03494751025	SAB
233.5170417	22.9341944	PGC55454	22.5	11.3	97	5144	3		IRAS	0.01715853706	SB
234.40525	-8.7211944	MCG-01-40-004	34	11.1	69	7222	3		Bar,ring	0.02408999896	SB
235.19	-62.2156667	PGC2793210	26.1	10.14	63	5174	2			0.01725860629	SAB
236.5707917	40.6458889	2MFGC12678	17.4	11.86	65	8409	3	1	IRAS	0.02804940477	SB
236.6112917	-8.2439167	PGC1006230	19.7	11.6	66	11155	2	4		0.03720907482	SAB
237.2145	-67.3234167	IC4571	46	9.64	69	4920	3		Bar,pec,IRAS	0.01641135348	SB
238.0002917	-13.3941944	PGC160657	22	11.69	94	7223	3			0.0240933346	SB
238.5580833	14.6012222	NGC6012	50.6	9.68	157	1854	2		Bar,ring,KIG712,IRAS	0.006184278325	SAB
239.0067917	30.4172778	CGCG167-005	22	11.25	96	13980	3		Bar,Vc	0.04663226051	SB
239.6950833	-32.0055	ESO451-002	19.7	11.51	74	7705	2			0.02570111354	SAB
239.7615	51.3045	UGC10123	35.6	10.07	78	3748	2		IRAS	0.01250198229	SAB
239.7902917	35.0298056	UGC10120	22.9	11.18	71	9438	3		Sy1,KIG719,Mrk493,IRAS	0.0314817793	SB
240.0264583	-71.6718889	PGC267792	19.5	10.81	91	10863	2			0.03623506766	SAB
240.2681667	-29.34575	ESO451-004	28.8	10.21	103	2155	3	3	IRAS	0.007188306252	SB
241.9052917	45.0654444	MCG+08-29-048	18.4	11.11	91	13248	3			0.04419057133	SB
242.562375	47.06175	MCG+08-29-050	19.2	11.83	62	8991	3			0.0299907478	SB
242.6105833	12.3056667	UGC10238	26.8	11.05	71	10207	3		Bar,IRAS	0.0340468872	SB
243.236875	9.8671111	NGC6081	35.3	9.84	111	5114	2			0.01705846783	SAB
244.315625	-11.73175	MCG-02-41-001	33.1	10.07	81	977	3		Bar,ring,IRAS	0.00325892121	SB
244.8984167	-62.0191111	PGC3078051	22.6	10.51	60	5194	3			0.0173253191	SB
245.6190833	-8.1679167	2MASX	16.8	11.55	74	8174	2		Bar,ring	0.02726552914	SAB
246.00025	-6.97325	2MASX	24.8	11.75	62	12062	3		Bar,ring	0.04023450116	SB
247.8209583	-56.1204722	PGC2793384	23.6	10.71	83	5952	3			0.01985373495	SB
247.8396667	22.6968611	UGC10435	20.3	11.79	68	7296	3		Bar,ring,KIG743	0.02433683639	SB
248.104	76.7395556	UGC10466	20.2	11.08	65	7962	3		Bar,ring,IRAS	0.02655837326	SB
248.6061667	21.5408333	NGC6186	47.2	9.72	100	2936	2		Bar,IRAS	0.009793441835	SAB
248.9949167	-5.1177778	MCG-01-42-002	37.9	10.35	74	8178	3		Bar,IRAS	0.02727887171	SB
249.2187917	67.6294444	IC1225	25.7	11.33	63	8818	3		KIG756,IRAS	0.02941368191	SB
249.5140417	3.7188889	CGCG052-054	19.8	11.68	61	11597	3	1	IRAS	0.03868342812	SB
249.7825	-28.9821667	ESO452-010	22.4	11.49	70	6260	3		Bar,IRAS	0.02088111236	SB
250.140625	-67.4518889	ESO101-007	21.3	11.03	68	6622	2		IRAS	0.02208861438	SAB
250.5185	-11.0886389	PGC3870876	16.4	11.79	123	9060	3			0.03022090702	SB
251.1537083	75.6730556	UGC10562	23.4	10.76	67	9531	2	1	IRAS	0.03179199391	SAB
252.0997083	-6.2720278	PGC1034794	23.2	10.56	64	6312	3			0.02105456569	SB
252.7215833	35.4771389	PGC3388975	16.7	11.41	61	9116	3			0.03040770292	SB
254.26675	5.3720278	CGCG053-022	19.7	11.21	66	9522	3			0.03176197314	SB
254.5247083	-21.2728056	ESO586-006	51.5	9.99	81	5999	3		Bar,ring	0.02001051007	SB
256.278625	52.70625	UGC10701	19.6	11.61	70	10289	2			0.03432040975	SAB
256.5796667	10.3751944	UGC10699	18.1	10.79	72	6269	3		Bar,KIG786,IRAS	0.02091113313	SB
258.4746667	-60.8104167	ESO138-018	28.8	10.86	89	4918	3		IRAS	0.0164046822	SB
258.5377917	58.8185278	UGC10774	17.3	11.59	99	8873	3		Ring,KIG795	0.02959714217	SB
259.2477917	-62.8205278	NGC6300	116.8	7.01	80	1109	3		Bar,VV734,IRAS	0.003699225816	SB
260.744625	-45.3829444	2MASX	24.7	9.99	95	6572	3			0.02192183234	SB
260.9994167	21.1370833	CGCG140-018	24.5	10.77	107	6514	3		KIG806, IRAS	0.02172836516	SB
261.35475	10.2785	UGC10844	16.9	11.02	92	6810	2			0.02271571488	SAB
261.778875	-60.8791111	IC4653	32	10.26	70	1896	2		Bar,ring,IRAS	0.006324375245	SAB
261.928	-11.5792222	PGC165734	18.2	10.88	67	7542	3		IRAS	0.02515740406	SB
262.5347917	35.3664167	UGC10885	29.1	10.81	78	8042	3		IRAS	0.02682522454	SB
262.6865833	56.3518056	CGCG278-007	19.8	11.01	74	9110	2		Vc	0.03038768907	SAB
263.4082917	72.9701667	CGCG339-052	15.2	11.4	105	12285	3			0.0409783491	SB
264.562875	28.4553333	CGCG170-038	15.8	11.4	104	7897	3	1		0.0263415566	SB
264.6135	24.9534167	UGC10926	22.4	11.07	108	6201	2		IRAS	0.02068430954	SAB
264.6971667	18.8778611	NGC6408	36.4	10.18	106	3938	3		Bar,IRAS	0.01313575407	SB
265.4492083	23.67225	NGC6417	35.4	10.25	73	3315	2		Bar,ring,IRAS	0.01105764976	SAB
266.3094167	18.1388611	UGC10966	28	10.33	113	3061	2		IRAS	0.01021039695	SAB
267.1190417	12.5278889	CGCG083-024	15.2	11.76	72	6429	3		KIG831	0.02144483568	SB
267.2440417	-63.2545	IC4664	31.5	9.92	74	5025	3		Bar,ring,IRAS	0.01676159578	SB
267.667375	17.5378611	NGC6467	24.9	10.87	84	3036	2			0.01012700593	SAB
268.3264583	-3.335	PGC201132	15.6	11.88	81	7781	3			0.02595462225	SB
270.5394583	12.86725	CGCG084-012	20.1	11.16	82	14559	3		IRAS	0.04856359662	SB
272.3589583	38.7943611	UGC11132	33.1	10.79	82	2836	3		KIG847,IRAS	0.00945987774	SB
272.541375	-0.1721111	PGC166890	37	10.46	79	6765	2			0.02256561104	SAB
273.3734583	-64.4767222	IC4680	41	9.86	64	4493	2	2		0.0149870348	SAB
274.011	6.7468056	UGC11177	31	10.45	66	6155	3		Bar,IRAS	0.02053087006	SB
274.137625	-52.9135278	ESO182-006	25.1	10.83	73	6781	2		IRAS	0.0226189813	SAB
274.6213333	36.3203333	UGC11199	15.9	10.96	67	6416	2			0.02140147235	SAB
274.7466667	16.2495278	UGC11198	29.1	10.61	89	4527	3			0.01510044659	SB
274.9338333	48.5612222	UGC11206	15.3	11.41	70	4942	2		IRAS	0.01648473758	SAB
276.5414167	23.3161667	CGCG142-045	24.7	10.37	64	4401	3	2	IRAS	0.01468015583	SB
276.59275	-41.26475	2MASX	19.2	11.6	97	6672	3			0.02225539643	SB
277.9246667	16.6528889	PGC166544	20.9	10.79	60	4816	2		IRAS	0.01606444682	SAB
278.625	30.7205278	NGC6665	24.3	10.48	67	4943	2		IRAS	0.01648807323	SAB
279.359	26.4171667	NGC6671	36.3	9.32	88	3208	2		IRAS	0.01070073617	SAB
279.6411667	25.3750833	NGC6674	42.1	9.17	86	3429	3		Bar,ring,IRAS	0.01143791282	SB
281.371875	-39.1814444	ESO336-013	31.3	10.17	63	4904	3		IRAS	0.01635798323	SB
281.805375	-48.3573611	ESO230-012	24.5	10.7	70	5387	3	1	IRAS	0.01796909781	SB
282.1687917	-34.9365278	ESO396-G003	17.4	11.25	108	5791	2			0.01931669675	SAB
282.8663333	58.0827778	UGC11373	25	10.94	78	8706	3		IRAS	0.02904009013	SB
282.9071667	23.6346667	UGC11369	38.6	10.21	70	4576	2		Bar,IRAS	0.015263893	SAB
282.9978333	11.8760278	PGC86291	44	8.97	112	2603	3		IRAS	0.008682673398	SB
283.2300833	-59.2554444	IC4785	53.1	9.19	68	3639	3		Bar,IRAS	0.01213839742	SB
283.396375	-40.0180278	ESO336-020	22.1	11.33	75	7994	3		IRAS	0.02666511377	SB
285.9548333	33.8446389	UGC11397	32.5	10.24	96	4524	2		Bar,IRAS	0.01509043967	SAB
285.9877083	-21.3696944	2MASX	15.8	11.54	68	7068	3			0.02357631025	SB
286.51275	-55.1367778	IC4818	30.2	11.07	61	4728	3	2		0.01577091042	SB
286.5778333	-19.94575	ESO592-010	30.2	10.24	63	5777	2		Bar,ring,IRAS	0.01926999778	SAB
286.76575	29.0063889	UGC11404	43.7	8.94	102	3909	3		IRAS	0.01303902048	SB
287.5287917	40.0075	CGCG229-026	15.6	11.84	71	8269	3			0.02758241503	SB
288.0367083	-32.1265	ESO459-006	40.2	10.15	81	5746	3		Bar,IRAS	0.01916659291	SB
288.46775	16.9244167	2MFGC14811	54	10.11	63	6263	3			0.02089111928	SB
289.4070417	4.4402222	PGC86293	23.9	10.61	106	6334	3		IRAS	0.02112794979	SB
290.6949167	-51.0023889	ESO232-004	15.9	11	69	4953	2			0.01652142964	SAB
290.7858333	-17.7235556	ESO593-013	16.5	11.92	101	12208	3			0.04072150474	SB
290.83325	70.3559167	UGC11436	26.4	10.81	68	11574	2	1	Bar,ring	0.03860670838	SAB
290.9207917	-68.2776667	PGC89046	20.6	10.58	71	4968	2	3	IRAS	0.01657146425	SAB
291.2293333	77.2781944	CGCG357-004	18.2	11.65	69	15718	3		KIG873	0.05242960448	SB
292.0589583	-62.1013056	ESO142-009	22.8	11.16	67	4449	2	1		0.0148402666	SAB
293.0920833	-30.2740278	ESO460-011	24.2	11.41	81	11111	3	1	Bar	0.03706230662	SB
295.1287917	-56.4101944	IC4880	29.9	10.12	62	5224	2		Bar	0.01742538833	SAB
295.7448333	45.2981111	UGC11466	37.8	9.56	122	820	3		IRAS	0.002735225581	SB
296.0784583	18.2583889	PGC166633	15.7	10.83	157	4477	2		IRAS	0.01493366454	SAB
297.2481667	50.3130833	UGC11485	21.8	10.19	66	7656	2		Bar,IRAS	0.02553766713	SAB
297.3536667	63.5090278	UGC11487	21.1	11.28	64	5676	3		Bar,IRAS	0.01893309804	SB
298.3299167	-62.7467222	ESO105-017	19.4	11.74	68	11846	2		Bar	0.03951400272	SAB
298.7351667	-6.4815278	PGC166927	19.7	10.65	67	8822	2		IRAS	0.02942702448	SAB
299.3125	5.8903611	UGC11498	67.2	8.81	67	3266	3	1	Bar,IRAS	0.01089420335	SB
299.9793333	42.5585833	PGC3097212	27.7	10.42	75	4982	3			0.01661816322	SB
300.4561667	-53.9177222	IC4927	22.8	11.47	65	6150	2			0.02051419185	SAB
300.5590417	-45.4498056	ESO284-011	19.4	11.25	100	10269	2			0.03425369694	SAB
300.9111667	-11.0766111	2MFGC15286	15.7	11.82	67	7839	3			0.02614808942	SB
301.1848333	-9.9348611	PGC984540	17.1	11.76	66	12915	3		IRAS	0.04307980289	SB
301.905875	18.99825	PGC165839	16.1	11.14	63	14769	3		Pec,IRAS	0.04926408122	SB
305.8138333	-34.9475556	ESO400-010	17.7	11.88	62	11904	3	1	Bar	0.03970746989	SB
306.6094583	15.0177778	CGCG424-006	25.7	10.71	68	8536	2			0.02847303117	SAB
306.868125	8.0980833	NGC6917	39.1	9.81	76	4690	3		Ring,IRAS	0.01564415606	SB
307.5410833	-4.5936667	PGC1056088	15.2	11.29	105	5908	2			0.01970696674	SAB
308.1430833	-72.1675	IC5009	30.6	10.73	78	3936	2	1	Bar,ring	0.01312908279	SAB
309.0977083	-4.6188333	NGC6941	35.6	9.98	78	6224	3		Bar,IRAS	0.02076102929	SB
309.140875	11.4946944	UGC11599	55.7	9.22	87	4449	3		IRAS	0.0148402666	SB
309.1970417	-45.3080556	ESO285-040	30.1	10.98	87	6738	3			0.02247554873	SB
309.2402083	-29.6650278	ESO463-006	21.7	11.36	63	5684	2		IRAS	0.01895978317	SAB
309.308625	66.1056389	NGC6951	115.6	7.36	85	1424	3		Bar,ring,LINER,IRAS	0.004749952716	SB
311.6567083	-2.3638056	PGC90372	17.6	11.53	64	8777	3		Pec,IRAS	0.02927692064	SB
311.8150833	-76.44375	2MFGC15746	15.5	11.08	60	6517	3			0.02173837208	SB
312.9245	-12.2063333	MCG-02-53-010	22.4	11.17	65	9851	3	1		0.03285939902	SB
313.093375	0.0755833	CGCG374-021	21.6	10.79	66	9098	3		KIG892,IRAS	0.03034766138	SB
314.1814583	-56.6304444	ESO187-034	16.8	11.05	63	7586	2		Pec	0.02530417226	SAB
314.2835417	-61.8814167	PGC101186	15.5	11.67	65	11651	2	1		0.03886355273	SAB
314.475	25.0963889	CGCG470-007	20.8	10.68	77	3171	3		IRAS	0.01057731746	SB
315.5149583	-6.2968889	MCG-01-53-020	36.1	10.41	88	7754	3		Bar,Vc	0.02586455994	SB
316.216375	0.4480278	CGCG374-042	16	11.73	65	4162	3			0.01388293764	SB
317.1126667	-5.8199722	MCG-01-54-001	24.7	10.92	101	8361	2		IRAS,Vc	0.027889294	SAB
317.4682083	-45.5275833	ESO286-063	33.8	10.83	65	2462	3	2	Bar,IRAS	0.008212348024	SB
317.5755	-24.226	ESO530-013	21.3	10.98	88	11529	3		IRAS	0.03845660454	SB
318.5835	21.5434722	CGCG449-011	17.5	11.39	81	13815	2		KIG900,IIZw109	0.04608187975	SAB
319.7224583	15.6808333	UGC11719	26.4	11.06	79	8547	3			0.02850972322	SB
319.909375	-67.0535833	ESO107-020	17	11.68	63	10774	2	4	Bar,ring	0.03593819562	SAB
320.0317083	-39.7685278	ESO342-035	21.2	10.31	68	3763	3		Bar,ring,IRAS	0.0125520169	SB
320.072875	-1.6843333	UGC11723	46	10.05	110	4896	3		KIG906,IRAS	0.0163312981	SB
320.371875	21.2419167	IC5104	35.8	10.6	77	4956	2	1	Bar,KIG910,IRAS	0.01653143656	SAB
320.7239167	-19.8972778	ESO599-009	16.6	11.67	61	12534	3			0.04180892369	SB
321.3606667	4.3141111	IC1377	22.1	10.75	68	9055	3		KIG915,IRAS	0.03020422882	SB
322.2132083	31.8370833	UGC11753	30.7	10.84	93	4590	3		Bar,ring	0.01531059197	SB
322.5592917	-8.0669722	MCG-01-54-019	24.8	11.36	90	8826	2	2		0.02944036704	SAB
323.1050417	6.58125	NGC7085	25.6	11.24	88	8545	3		Bar,KIG919,IRAS	0.02850305193	SB
323.3941667	42.7240556	2MFGC16293	28.9	10.72	61	4080	3		IRAS	0.01360941508	SB
324.0295	9.6603056	UGC11773	16.9	11.17	60	8400	3			0.028019384	SB
324.823875	-25.49425	ESO531-012	25.3	11.97	71	9435	3	1	Bar,pec	0.03147177238	SB
324.861375	-2.5824167	PGC189330	20.3	11.8	81	18043	2			0.0601849697	SAB
325.086875	12.3548611	CGCG427-012	17.7	11.32	65	5889	3		KIG923	0.01964358957	SB
325.4956667	22.7134722	UGC11793	33.6	11	81	5627	3	1	Bar	0.01876965164	SB
325.6360417	-29.3674444	ESO466-001	35.1	10.39	131	7092	2			0.02365636563	SAB
325.7847917	44.9185278	PGC97237	19.2	11.21	85	1582	3			0.005276983986	SB
326.9229167	-4.1615	MCG-01-55-011	27	11.2	83	5095	3		Bar,IRAS	0.01699509065	SB
327.1101667	-1.6726667	UGC11814	17.2	11.3	82	8173	2		ARK553,IRAS	0.0272621935	SAB
327.2545417	12.5143333	NGC7138	27.8	10.47	66	8415	2		Bar,KIG932	0.02806941861	SAB
328.7042083	-63.1080278	PGC127615	18.1	11.74	70	14175	3			0.04728271049	SB
328.9970833	27.8983611	UGC11852	23.9	10.78	64	5850	2		Bar	0.01951349957	SAB
329.2195833	12.3159722	UGC11857	16.3	11.98	61	9097	3		Bar	0.03034432574	SB
329.2362083	-25.3504444	NGC7157	17.6	11.33	74	8759	3		Bar,ring,Vc	0.0292168791	SB
329.4004583	-45.4138056	PGC67716	16.2	11.29	64	18292	2			0.06101554429	SAB
330.887375	38.5566667	UGC11890	30.8	10.2	67	4637	2			0.01546736709	SAB
331.3274167	34.9891944	UGC11903	31.9	11.15	62	4784	3		Bar,ring	0.01595770631	SB
331.412625	9.6401667	IC5161	16.4	11.21	62	7984	2			0.02663175736	SAB
332.057875	-25.0606667	ESO532-021	22.2	11.19	85	5464	3			0.01822594216	SB
332.1515417	-15.0473611	PGC170386	21.1	10.78	97	5281	2		IRAS	0.01761551987	SAB
333.7149583	-34.0935	PGC132474	15.5	11.68	75	8366	2			0.0279059722	SAB
333.7607083	-11.5165278	MCG-02-56-026	18.6	10.78	94	2799	2	1	Bar,pec	0.009336459025	SAB
334.42775	-15.5712778	NGC7246	37	10.24	67	4128	2	2	Ring,IRAS	0.01376952585	SAB
334.5853333	13.62375	CGCG428-070	58	8.89	77	7469	3		Vc	0.02491390227	SB
334.7763333	24.59825	CGCG473-011	16.1	11.67	60	8256	2		Ring,KIG960	0.0275390517	SAB
335.6674583	37.9776111	UGC12009	24.8	10.97	77	1238	3	2	MRK493,IRAS	0.004129523499	SB
335.7419167	-28.3450833	NGC7258	27.2	10.57	74	3844	3		IRAS	0.01282220382	SB
335.7833333	-15.5413889	NGC7255	24.1	10.91	68	5048	3	1	IRAS	0.01683831553	SB
336.44425	-13.1663889	NGC7269	21.8	10.72	75	9572	3		Bar,pec,HII,IRAS	0.03192875519	SB
336.66975	20.0921111	PGC2817330	16.2	11.59	62	9501	2		IRAS	0.03169192468	SAB
337.0624167	-2.8845278	NGC7288	24.7	10.1	63	4952	2	1	Pec,MRK912,IRAS	0.01651809399	SAB
337.7240833	52.8097778	PGC166756	15.4	11	67	9136	2		IRAS	0.03047441574	SAB
338.5164167	10.173	UGC12081	26.5	10.72	83	11637	2		KIG970	0.03881685376	SAB
338.9847083	20.32225	NGC7316	21.5	10.66	88	5556	3		Bar,pec,KIG974,MRK307,IRAS	0.01853282113	SB
339.773	-22.6666944	NGC7341	78.8	9.04	108	4428	2	1	Bar,ring	0.01477021814	SAB
339.9010833	-4.1589444	NGC7344	27.6	10.54	64	7428	2		Bar,ring	0.02477714099	SAB
339.963125	-43.86	ESO289-047	20.7	10.58	92	10123	3	3		0.03376669336	SB
340.6214583	-11.4714722	MCG-02-57-028	20.8	10.98	96	7279	2			0.02428013049	SAB
341.0535417	9.4168889	CGCG405-005	24.4	10.65	80	7323	3	2		0.02442689869	SB
341.1434583	3.6463889	NGC7367	41.4	9.66	84	7215	2		KIG984	0.02406664947	SAB
341.5551667	10.1607778	CGCG430-007	16	11.51	67	7925	3		KIG986	0.02643495454	SB
343.0513333	49.4450278	UGC12223	20	11.13	120	5330	3			0.01777896627	SB
343.5400833	8.5324722	CGCG405-013	15.1	11.01	65	8356	3			0.02787261579	SB
343.8832083	29.8051111	NGC7420	15.2	11.22	70	9461	3		KIG998,IRAS	0.03155849905	SB
343.99975	-12.3699167	2MFGC17245	20.8	11.25	68	7552	3	1		0.02519076047	SB
344.5415	29.2283611	NGC7439	16.6	11.13	73	9457	3			0.03154515648	SB
344.8453333	53.7400833	UGC12287	50	9.36	62	5268	3		IRAS	0.01757215654	SB
346.28125	41.9554722	CGCG532-007	24.7	10.75	62	4635	2			0.01546069581	SAB
346.635125	-25.4274167	PGC134510	16.1	11.73	62	15780	3		Vc	0.05263641422	SB
346.742125	-9.2861389	MCG-02-58-024	25.1	10.43	94	7145	2		Bar	0.0238331546	SAB
347.3482083	-61.9980556	ESO147-022	17.1	11.3	68	9935	3	1	IRAS	0.03313959286	SB
348.5903333	16.4558056	UGC12440	18.3	11.36	70	12064	3	1		0.04024117244	SB
349.6812083	-3.0054444	MCG-01-59-018	19.2	10.97	84	9373	2			0.03126496264	SAB
349.9030417	-64.56825	IC5302	22.9	10.96	72	9476	2			0.03160853366	SAB
350.005	32.9229167	CGCG497-003	24.9	11.07	93	9325	3		IRAS	0.03110485188	SB
350.219875	23.8074722	UGC12533	33.6	10.71	74	6006	3		IRAS	0.02003385956	SB
350.289625	-43.93225	ESO291-020	21.6	10.98	65	10336	3	2		0.03447718488	SB
352.598875	-12.0793056	MCG-02-59-023	24.7	11.36	76	9696	2			0.03234237467	SAB
352.698875	-13.4854444	IC1495	26.8	10.55	76	6384	3		Bar,ring,IRAS	0.02129473184	SB
352.9735	-5.007	IC1498	47.3	9.85	96	5170	2		Bar,ring	0.01724526372	SAB
353.6141667	-70.6315	ESO077-023	31.9	10.14	79	3893	2		Bar,ring,IRAS	0.01298565023	SAB
353.6517083	-4.5342222	IC5334	30.8	10.11	63	2218	3	1		0.007398451631	SB
353.8645	-16.7050833	NGC7709	33.8	10.78	108	1766	2	1	Bar,pec,IRAS	0.005890741921	SAB
353.9324583	-63.6211944	ESO110-015	24.6	11.42	78	9237	3			0.03081131547	SB
355.4694167	-8.64825	MCG-02-60-012	32.3	10.52	78	10282	3			0.03429706027	SB
356.3804167	-20.9805	ESO606-006	23.8	11.36	64	10119	3	1		0.03375335079	SB
356.5500417	-75.2748056	ESO028-002	38.1	9.72	154	6431	3	1	Bar,IRAS	0.02145150696	SB
356.841	-63.7736667	ESO110-028	21	11.02	66	8996	3	2	Bar,ring,IRAS	0.030007426	SB
357.0944583	-8.5015556	MCG-02-60-016	25.8	11.1	104	6946	3		Ring	0.02316936205	SB
357.1240833	-1.5192778	CGCG381-050	16.8	11.82	66	9545	2			0.03183869289	SAB
357.5797083	10.7574167	UGC12800	28.4	10.32	79	5381	2		Bar,IRAS	0.01794908396	SAB
358.0566667	-25.4052222	ESO472-004	31.9	11.02	64	3725	3		IRAS23496-2540	0.01242526255	SB
359.1925	-2.6469167	MCG-01-01-005	21.4	10.88	67	9376	3	1	Bar,ring	0.03127496957	SB
359.6688333	-17.5588056	MCG-03-01-009	18.9	11.11	81	9457	3			0.03154515648	SB
